"hgnc_symbol","reactpathID","description","entrezgene_id"
"PIK3R3","R-HSA-388841","Costimulation by the CD28 family",8503
"PIK3R3","R-HSA-9009391","Extra-nuclear estrogen signaling",8503
"PIK3R3","R-HSA-2219530","Constitutive Signaling by Aberrant PI3K in Cancer",8503
"PIK3R3","R-HSA-1483255","PI Metabolism",8503
"PIK3R3","R-HSA-9013404","RAC2 GTPase cycle",8503
"PIK3R3","R-HSA-2219528","PI3K/AKT Signaling in Cancer",8503
"PIK3R3","R-HSA-6811558","PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",8503
"PIK3R3","R-HSA-199418","Negative regulation of the PI3K/AKT network",8503
"PIK3R3","R-HSA-9013149","RAC1 GTPase cycle",8503
"PIK3R3","R-HSA-1483257","Phospholipid metabolism",8503
"PIK3R3","R-HSA-416476","G alpha (q) signalling events",8503
"PIK3R3","R-HSA-8939211","ESR-mediated signaling",8503
"PIK3R3","R-HSA-76002","Platelet activation, signaling and aggregation",8503
"PIK3R3","R-HSA-1257604","PIP3 activates AKT signaling",8503
"PIK3R3","R-HSA-9006931","Signaling by Nuclear Receptors",8503
"PIK3R3","R-HSA-9006925","Intracellular signaling by second messengers",8503
"PIK3R3","R-HSA-5663202","Diseases of signal transduction by growth factor receptors and second messengers",8503
"PLA2G2A","R-HSA-1482922","Acyl chain remodelling of PI",5320
"PLA2G2A","R-HSA-1482925","Acyl chain remodelling of PG",5320
"PLA2G2A","R-HSA-1482801","Acyl chain remodelling of PS",5320
"PLA2G2A","R-HSA-1482788","Acyl chain remodelling of PC",5320
"PLA2G2A","R-HSA-1482839","Acyl chain remodelling of PE",5320
"PLA2G2A","R-HSA-1483166","Synthesis of PA",5320
"PLA2G2A","R-HSA-6803157","Antimicrobial peptides",5320
"PLA2G2A","R-HSA-1483206","Glycerophospholipid biosynthesis",5320
"PLA2G2A","R-HSA-1483257","Phospholipid metabolism",5320
"PLCB1","R-HSA-399997","Acetylcholine regulates insulin secretion",23236
"PLCB1","R-HSA-400451","Free fatty acids regulate insulin secretion",23236
"PLCB1","R-HSA-418217","G beta:gamma signalling through PLC beta",23236
"PLCB1","R-HSA-500657","Presynaptic function of Kainate receptors",23236
"PLCB1","R-HSA-1855204","Synthesis of IP3 and IP4 in the cytosol",23236
"PLCB1","R-HSA-397795","G-protein beta:gamma signalling",23236
"PLCB1","R-HSA-451326","Activation of kainate receptors upon glutamate binding",23236
"PLCB1","R-HSA-1483249","Inositol phosphate metabolism",23236
"PLCB1","R-HSA-112043","PLC beta mediated events",23236
"PLCB1","R-HSA-112040","G-protein mediated events",23236
"PLCB1","R-HSA-4086398","Ca2+ pathway",23236
"PLCB1","R-HSA-422356","Regulation of insulin secretion",23236
"PLCB1","R-HSA-111885","Opioid Signalling",23236
"PLCB1","R-HSA-163685","Integration of energy metabolism",23236
"PLCB1","R-HSA-3858494","Beta-catenin independent WNT signaling",23236
"PLCB1","R-HSA-112314","Neurotransmitter receptors and postsynaptic signal transmission",23236
"PLCB1","R-HSA-416476","G alpha (q) signalling events",23236
"PLCB1","R-HSA-112315","Transmission across Chemical Synapses",23236
"PLCB1","R-HSA-418594","G alpha (i) signalling events",23236
"PLCB1","R-HSA-195721","Signaling by WNT",23236
"PLCB1","R-HSA-112316","Neuronal System",23236
"PLCB2","R-HSA-399997","Acetylcholine regulates insulin secretion",5330
"PLCB2","R-HSA-400451","Free fatty acids regulate insulin secretion",5330
"PLCB2","R-HSA-418217","G beta:gamma signalling through PLC beta",5330
"PLCB2","R-HSA-500657","Presynaptic function of Kainate receptors",5330
"PLCB2","R-HSA-1855204","Synthesis of IP3 and IP4 in the cytosol",5330
"PLCB2","R-HSA-397795","G-protein beta:gamma signalling",5330
"PLCB2","R-HSA-451326","Activation of kainate receptors upon glutamate binding",5330
"PLCB2","R-HSA-9717207","Sensory perception of sweet, bitter, and umami (glutamate) taste",5330
"PLCB2","R-HSA-9717189","Sensory perception of taste",5330
"PLCB2","R-HSA-1483249","Inositol phosphate metabolism",5330
"PLCB2","R-HSA-112043","PLC beta mediated events",5330
"PLCB2","R-HSA-112040","G-protein mediated events",5330
"PLCB2","R-HSA-4086398","Ca2+ pathway",5330
"PLCB2","R-HSA-422356","Regulation of insulin secretion",5330
"PLCB2","R-HSA-111885","Opioid Signalling",5330
"PLCB2","R-HSA-163685","Integration of energy metabolism",5330
"PLCB2","R-HSA-3858494","Beta-catenin independent WNT signaling",5330
"PLCB2","R-HSA-112314","Neurotransmitter receptors and postsynaptic signal transmission",5330
"PLCB2","R-HSA-416476","G alpha (q) signalling events",5330
"PLCB2","R-HSA-112315","Transmission across Chemical Synapses",5330
"PLCB2","R-HSA-418594","G alpha (i) signalling events",5330
"PLCB2","R-HSA-195721","Signaling by WNT",5330
"PLCB2","R-HSA-112316","Neuronal System",5330
"PLCB3","R-HSA-399997","Acetylcholine regulates insulin secretion",5331
"PLCB3","R-HSA-400451","Free fatty acids regulate insulin secretion",5331
"PLCB3","R-HSA-418217","G beta:gamma signalling through PLC beta",5331
"PLCB3","R-HSA-500657","Presynaptic function of Kainate receptors",5331
"PLCB3","R-HSA-1855204","Synthesis of IP3 and IP4 in the cytosol",5331
"PLCB3","R-HSA-397795","G-protein beta:gamma signalling",5331
"PLCB3","R-HSA-451326","Activation of kainate receptors upon glutamate binding",5331
"PLCB3","R-HSA-1483249","Inositol phosphate metabolism",5331
"PLCB3","R-HSA-112043","PLC beta mediated events",5331
"PLCB3","R-HSA-112040","G-protein mediated events",5331
"PLCB3","R-HSA-4086398","Ca2+ pathway",5331
"PLCB3","R-HSA-422356","Regulation of insulin secretion",5331
"PLCB3","R-HSA-111885","Opioid Signalling",5331
"PLCB3","R-HSA-163685","Integration of energy metabolism",5331
"PLCB3","R-HSA-3858494","Beta-catenin independent WNT signaling",5331
"PLCB3","R-HSA-112314","Neurotransmitter receptors and postsynaptic signal transmission",5331
"PLCB3","R-HSA-416476","G alpha (q) signalling events",5331
"PLCB3","R-HSA-112315","Transmission across Chemical Synapses",5331
"PLCB3","R-HSA-418594","G alpha (i) signalling events",5331
"PLCB3","R-HSA-195721","Signaling by WNT",5331
"PLCB3","R-HSA-112316","Neuronal System",5331
"PLCB4","R-HSA-1855204","Synthesis of IP3 and IP4 in the cytosol",5332
"PLCB4","R-HSA-1483249","Inositol phosphate metabolism",5332
"PLCB4","R-HSA-112043","PLC beta mediated events",5332
"PLCB4","R-HSA-112040","G-protein mediated events",5332
"PLCB4","R-HSA-111885","Opioid Signalling",5332
"PLCB4","R-HSA-416476","G alpha (q) signalling events",5332
"PLCB4","R-HSA-418594","G alpha (i) signalling events",5332
"PLD1","R-HSA-2029485","Role of phospholipids in phagocytosis",5337
"PLD1","R-HSA-1483166","Synthesis of PA",5337
"PLD1","R-HSA-9013408","RHOG GTPase cycle",5337
"PLD1","R-HSA-2029480","Fcgamma receptor (FCGR) dependent phagocytosis",5337
"PLD1","R-HSA-1483206","Glycerophospholipid biosynthesis",5337
"PLD1","R-HSA-8980692","RHOA GTPase cycle",5337
"PLD1","R-HSA-9013148","CDC42 GTPase cycle",5337
"PLD1","R-HSA-9013149","RAC1 GTPase cycle",5337
"PLD1","R-HSA-1483257","Phospholipid metabolism",5337
"PLD1","R-HSA-9012999","RHO GTPase cycle",5337
"PLD1","R-HSA-6798695","Neutrophil degranulation",5337
"PPP2CA","R-HSA-2465910","MASTL Facilitates Mitotic Progression",5515
"PPP2CA","R-HSA-9634600","Regulation of glycolysis by fructose 2,6-bisphosphate metabolism",5515
"PPP2CA","R-HSA-113501","Inhibition of replication initiation of damaged DNA by RB1/E2F1",5515
"PPP2CA","R-HSA-202670","ERKs are inactivated",5515
"PPP2CA","R-HSA-4839735","Signaling by AXIN mutants",5515
"PPP2CA","R-HSA-4839744","Signaling by APC mutants",5515
"PPP2CA","R-HSA-4839748","Signaling by AMER1 mutants",5515
"PPP2CA","R-HSA-5467337","APC truncation mutants have impaired AXIN binding",5515
"PPP2CA","R-HSA-5467340","AXIN missense mutants destabilize the destruction complex",5515
"PPP2CA","R-HSA-5467348","Truncations of AMER1 destabilize the destruction complex",5515
"PPP2CA","R-HSA-4839743","Signaling by CTNNB1 phospho-site mutants",5515
"PPP2CA","R-HSA-5339716","Signaling by GSK3beta mutants",5515
"PPP2CA","R-HSA-5358747","CTNNB1 S33 mutants aren't phosphorylated",5515
"PPP2CA","R-HSA-5358749","CTNNB1 S37 mutants aren't phosphorylated",5515
"PPP2CA","R-HSA-5358751","CTNNB1 S45 mutants aren't phosphorylated",5515
"PPP2CA","R-HSA-5358752","CTNNB1 T41 mutants aren't phosphorylated",5515
"PPP2CA","R-HSA-1295596","Spry regulation of FGF signaling",5515
"PPP2CA","R-HSA-196299","Beta-catenin phosphorylation cascade",5515
"PPP2CA","R-HSA-432142","Platelet sensitization by LDL",5515
"PPP2CA","R-HSA-2995383","Initiation of Nuclear Envelope (NE) Reformation",5515
"PPP2CA","R-HSA-389513","CTLA4 inhibitory signaling",5515
"PPP2CA","R-HSA-113510","E2F mediated regulation of DNA replication",5515
"PPP2CA","R-HSA-198753","ERK/MAPK targets",5515
"PPP2CA","R-HSA-69273","Cyclin A/B1/B2 associated events during G2/M transition",5515
"PPP2CA","R-HSA-180024","DARPP-32 events",5515
"PPP2CA","R-HSA-5654732","Negative regulation of FGFR3 signaling",5515
"PPP2CA","R-HSA-450282","MAPK targets/ Nuclear events mediated by MAP kinases",5515
"PPP2CA","R-HSA-4641262","Disassembly of the destruction complex and recruitment of AXIN to the membrane",5515
"PPP2CA","R-HSA-5654733","Negative regulation of FGFR4 signaling",5515
"PPP2CA","R-HSA-5654726","Negative regulation of FGFR1 signaling",5515
"PPP2CB","R-HSA-2465910","MASTL Facilitates Mitotic Progression",5516
"PPP2CB","R-HSA-9634600","Regulation of glycolysis by fructose 2,6-bisphosphate metabolism",5516
"PPP2CB","R-HSA-113501","Inhibition of replication initiation of damaged DNA by RB1/E2F1",5516
"PPP2CB","R-HSA-202670","ERKs are inactivated",5516
"PPP2CB","R-HSA-4839735","Signaling by AXIN mutants",5516
"PPP2CB","R-HSA-4839744","Signaling by APC mutants",5516
"PPP2CB","R-HSA-4839748","Signaling by AMER1 mutants",5516
"PPP2CB","R-HSA-5467337","APC truncation mutants have impaired AXIN binding",5516
"PPP2CB","R-HSA-5467340","AXIN missense mutants destabilize the destruction complex",5516
"PPP2CB","R-HSA-5467348","Truncations of AMER1 destabilize the destruction complex",5516
"PPP2CB","R-HSA-4839743","Signaling by CTNNB1 phospho-site mutants",5516
"PPP2CB","R-HSA-5339716","Signaling by GSK3beta mutants",5516
"PPP2CB","R-HSA-5358747","CTNNB1 S33 mutants aren't phosphorylated",5516
"PPP2CB","R-HSA-5358749","CTNNB1 S37 mutants aren't phosphorylated",5516
"PPP2CB","R-HSA-5358751","CTNNB1 S45 mutants aren't phosphorylated",5516
"PPP2CB","R-HSA-5358752","CTNNB1 T41 mutants aren't phosphorylated",5516
"PPP2CB","R-HSA-1295596","Spry regulation of FGF signaling",5516
"PPP2CB","R-HSA-196299","Beta-catenin phosphorylation cascade",5516
"PPP2CB","R-HSA-432142","Platelet sensitization by LDL",5516
"PPP2CB","R-HSA-389513","CTLA4 inhibitory signaling",5516
"PPP2CB","R-HSA-113510","E2F mediated regulation of DNA replication",5516
"PPP2CB","R-HSA-198753","ERK/MAPK targets",5516
"PPP2CB","R-HSA-69273","Cyclin A/B1/B2 associated events during G2/M transition",5516
"PPP2CB","R-HSA-180024","DARPP-32 events",5516
"PPP2CB","R-HSA-5654732","Negative regulation of FGFR3 signaling",5516
"PPP2CB","R-HSA-450282","MAPK targets/ Nuclear events mediated by MAP kinases",5516
"PPP2CB","R-HSA-4641262","Disassembly of the destruction complex and recruitment of AXIN to the membrane",5516
"PPP2CB","R-HSA-5654733","Negative regulation of FGFR4 signaling",5516
"PPP2CB","R-HSA-5654726","Negative regulation of FGFR1 signaling",5516
"PPP2CB","R-HSA-4791275","Signaling by WNT in cancer",5516
"PPP2R1A","R-HSA-2465910","MASTL Facilitates Mitotic Progression",5518
"PPP2R1A","R-HSA-9634600","Regulation of glycolysis by fructose 2,6-bisphosphate metabolism",5518
"PPP2R1A","R-HSA-113501","Inhibition of replication initiation of damaged DNA by RB1/E2F1",5518
"PPP2R1A","R-HSA-202670","ERKs are inactivated",5518
"PPP2R1A","R-HSA-4839735","Signaling by AXIN mutants",5518
"PPP2R1A","R-HSA-4839744","Signaling by APC mutants",5518
"PPP2R1A","R-HSA-4839748","Signaling by AMER1 mutants",5518
"PPP2R1A","R-HSA-5467337","APC truncation mutants have impaired AXIN binding",5518
"PPP2R1A","R-HSA-5467340","AXIN missense mutants destabilize the destruction complex",5518
"PPP2R1A","R-HSA-5467348","Truncations of AMER1 destabilize the destruction complex",5518
"PPP2R1A","R-HSA-4839743","Signaling by CTNNB1 phospho-site mutants",5518
"PPP2R1A","R-HSA-5339716","Signaling by GSK3beta mutants",5518
"PPP2R1A","R-HSA-5358747","CTNNB1 S33 mutants aren't phosphorylated",5518
"PPP2R1A","R-HSA-5358749","CTNNB1 S37 mutants aren't phosphorylated",5518
"PPP2R1A","R-HSA-5358751","CTNNB1 S45 mutants aren't phosphorylated",5518
"PPP2R1A","R-HSA-5358752","CTNNB1 T41 mutants aren't phosphorylated",5518
"PPP2R1A","R-HSA-1295596","Spry regulation of FGF signaling",5518
"PPP2R1A","R-HSA-196299","Beta-catenin phosphorylation cascade",5518
"PPP2R1A","R-HSA-432142","Platelet sensitization by LDL",5518
"PPP2R1A","R-HSA-2995383","Initiation of Nuclear Envelope (NE) Reformation",5518
"PPP2R1A","R-HSA-389513","CTLA4 inhibitory signaling",5518
"PPP2R1A","R-HSA-113510","E2F mediated regulation of DNA replication",5518
"PPP2R1A","R-HSA-198753","ERK/MAPK targets",5518
"PPP2R1A","R-HSA-69273","Cyclin A/B1/B2 associated events during G2/M transition",5518
"PPP2R1A","R-HSA-180024","DARPP-32 events",5518
"PPP2R1A","R-HSA-5654732","Negative regulation of FGFR3 signaling",5518
"PPP2R1A","R-HSA-450282","MAPK targets/ Nuclear events mediated by MAP kinases",5518
"PPP2R1A","R-HSA-4641262","Disassembly of the destruction complex and recruitment of AXIN to the membrane",5518
"PPP2R1A","R-HSA-5654733","Negative regulation of FGFR4 signaling",5518
"PPP2R1A","R-HSA-5654726","Negative regulation of FGFR1 signaling",5518
"PPP2R1B","R-HSA-2465910","MASTL Facilitates Mitotic Progression",5519
"PPP2R1B","R-HSA-9634600","Regulation of glycolysis by fructose 2,6-bisphosphate metabolism",5519
"PPP2R1B","R-HSA-113501","Inhibition of replication initiation of damaged DNA by RB1/E2F1",5519
"PPP2R1B","R-HSA-202670","ERKs are inactivated",5519
"PPP2R1B","R-HSA-4839735","Signaling by AXIN mutants",5519
"PPP2R1B","R-HSA-4839744","Signaling by APC mutants",5519
"PPP2R1B","R-HSA-4839748","Signaling by AMER1 mutants",5519
"PPP2R1B","R-HSA-5467337","APC truncation mutants have impaired AXIN binding",5519
"PPP2R1B","R-HSA-5467340","AXIN missense mutants destabilize the destruction complex",5519
"PPP2R1B","R-HSA-5467348","Truncations of AMER1 destabilize the destruction complex",5519
"PPP2R1B","R-HSA-4839743","Signaling by CTNNB1 phospho-site mutants",5519
"PPP2R1B","R-HSA-5339716","Signaling by GSK3beta mutants",5519
"PPP2R1B","R-HSA-5358747","CTNNB1 S33 mutants aren't phosphorylated",5519
"PPP2R1B","R-HSA-5358749","CTNNB1 S37 mutants aren't phosphorylated",5519
"PPP2R1B","R-HSA-5358751","CTNNB1 S45 mutants aren't phosphorylated",5519
"PPP2R1B","R-HSA-5358752","CTNNB1 T41 mutants aren't phosphorylated",5519
"PPP2R1B","R-HSA-196299","Beta-catenin phosphorylation cascade",5519
"PPP2R1B","R-HSA-432142","Platelet sensitization by LDL",5519
"PPP2R1B","R-HSA-389513","CTLA4 inhibitory signaling",5519
"PPP2R1B","R-HSA-113510","E2F mediated regulation of DNA replication",5519
"PPP2R1B","R-HSA-198753","ERK/MAPK targets",5519
"PPP2R1B","R-HSA-69273","Cyclin A/B1/B2 associated events during G2/M transition",5519
"PPP2R1B","R-HSA-180024","DARPP-32 events",5519
"PPP2R1B","R-HSA-450282","MAPK targets/ Nuclear events mediated by MAP kinases",5519
"PPP2R1B","R-HSA-4641262","Disassembly of the destruction complex and recruitment of AXIN to the membrane",5519
"PPP2R1B","R-HSA-4791275","Signaling by WNT in cancer",5519
"PPP2R1B","R-HSA-5673000","RAF activation",5519
"PPP2R1B","R-HSA-6804757","Regulation of TP53 Degradation",5519
"PPP2R1B","R-HSA-6806003","Regulation of TP53 Expression and Degradation",5519
"PPP2R1B","R-HSA-5675221","Negative regulation of MAPK pathway",5519
"PPP2R2A","R-HSA-2995383","Initiation of Nuclear Envelope (NE) Reformation",5520
"PPP2R2A","R-HSA-69273","Cyclin A/B1/B2 associated events during G2/M transition",5520
"PPP2R2A","R-HSA-69231","Cyclin D associated events in G1",5520
"PPP2R2A","R-HSA-69236","G1 Phase",5520
"PPP2R2A","R-HSA-2995410","Nuclear Envelope (NE) Reassembly",5520
"PPP2R2A","R-HSA-927802","Nonsense-Mediated Decay (NMD)",5520
"PPP2R2A","R-HSA-975957","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)",5520
"PPP2R2A","R-HSA-453279","Mitotic G1 phase and G1/S transition",5520
"PPP2R2A","R-HSA-69275","G2/M Transition",5520
"PPP2R2A","R-HSA-453274","Mitotic G2-G2/M phases",5520
"PPP2R2A","R-HSA-68882","Mitotic Anaphase",5520
"PPP2R2A","R-HSA-2555396","Mitotic Metaphase and Anaphase",5520
"PPP2R2A","R-HSA-68886","M Phase",5520
"PPP2R2D","R-HSA-2465910","MASTL Facilitates Mitotic Progression",55844
"PPP2R2D","R-HSA-68875","Mitotic Prophase",55844
"PPP2R2D","R-HSA-68886","M Phase",55844
"PRKCB","R-HSA-4419969","Depolymerisation of the Nuclear Lamina",5579
"PRKCB","R-HSA-5099900","WNT5A-dependent internalization of FZD4",5579
"PRKCB","R-HSA-416993","Trafficking of GluR2-containing AMPA receptors",5579
"PRKCB","R-HSA-5218921","VEGFR2 mediated cell proliferation",5579
"PRKCB","R-HSA-5668599","RHO GTPases Activate NADPH Oxidases",5579
"PRKCB","R-HSA-399719","Trafficking of AMPA receptors",5579
"PRKCB","R-HSA-399721","Glutamate binding, activation of AMPA receptors and synaptic plasticity",5579
"PRKCB","R-HSA-418597","G alpha (z) signalling events",5579
"PRKCB","R-HSA-2980766","Nuclear Envelope Breakdown",5579
"PRKCB","R-HSA-1169091","Activation of NF-kappaB in B cells",5579
"PRKCB","R-HSA-1168372","Downstream signaling events of B Cell Receptor (BCR)",5579
"PRKCB","R-HSA-4086400","PCP/CE pathway",5579
"PRKCB","R-HSA-4420097","VEGFA-VEGFR2 Pathway",5579
"PRKCB","R-HSA-194138","Signaling by VEGF",5579
"PRKCB","R-HSA-983705","Signaling by the B Cell Receptor (BCR)",5579
"PRKCB","R-HSA-76005","Response to elevated platelet cytosolic Ca2+",5579
"PRKCB","R-HSA-68875","Mitotic Prophase",5579
"PRKCB","R-HSA-3858494","Beta-catenin independent WNT signaling",5579
"PRKCB","R-HSA-112314","Neurotransmitter receptors and postsynaptic signal transmission",5579
"PRKCB","R-HSA-8878171","Transcriptional regulation by RUNX1",5579
"PRKCB","R-HSA-76002","Platelet activation, signaling and aggregation",5579
"PRKCB","R-HSA-112315","Transmission across Chemical Synapses",5579
"PRKCB","R-HSA-195258","RHO GTPase Effectors",5579
"PRKCB","R-HSA-195721","Signaling by WNT",5579
"PRKCB","R-HSA-112316","Neuronal System",5579
"PRKCB","R-HSA-68886","M Phase",5579
"PTGS2","R-HSA-2162123","Synthesis of Prostaglandins (PG) and Thromboxanes (TX)",5743
"PTGS2","R-HSA-9018677","Biosynthesis of DHA-derived SPMs",5743
"PTGS2","R-HSA-197264","Nicotinamide salvaging",5743
"PTGS2","R-HSA-9018678","Biosynthesis of specialized proresolving mediators (SPMs)",5743
"PTGS2","R-HSA-196807","Nicotinate metabolism",5743
"PTGS2","R-HSA-6783783","Interleukin-10 signaling",5743
"PTGS2","R-HSA-2142753","Arachidonic acid metabolism",5743
"PTGS2","R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling",5743
"PTGS2","R-HSA-196849","Metabolism of water-soluble vitamins and cofactors",5743
"PTGS2","R-HSA-8978868","Fatty acid metabolism",5743
"PTGS2","R-HSA-196854","Metabolism of vitamins and cofactors",5743
"PTGS2","R-HSA-449147","Signaling by Interleukins",5743
"PTPN6","R-HSA-210990","PECAM1 interactions",5777
"PTPN6","R-HSA-877312","Regulation of IFNG signaling",5777
"PTPN6","R-HSA-1433559","Regulation of KIT signaling",5777
"PTPN6","R-HSA-391160","Signal regulatory protein family interactions",5777
"PTPN6","R-HSA-432142","Platelet sensitization by LDL",5777
"PTPN6","R-HSA-9008059","Interleukin-37 signaling",5777
"PTPN6","R-HSA-389948","PD-1 signaling",5777
"PTPN6","R-HSA-982772","Growth hormone receptor signaling",5777
"PTPN6","R-HSA-912694","Regulation of IFNA/IFNB signaling",5777
"PTPN6","R-HSA-201556","Signaling by ALK",5777
"PTPN6","R-HSA-912526","Interleukin receptor SHC signaling",5777
"PTPN6","R-HSA-983695","Antigen activates B Cell Receptor (BCR) leading to generation of second messengers",5777
"PTPN6","R-HSA-114604","GPVI-mediated activation cascade",5777
"PTPN6","R-HSA-1433557","Signaling by SCF-KIT",5777
"PTPN6","R-HSA-451927","Interleukin-2 family signaling",5777
"PTPN6","R-HSA-512988","Interleukin-3, Interleukin-5 and GM-CSF signaling",5777
"PTPN6","R-HSA-388841","Costimulation by the CD28 family",5777
"PTPN6","R-HSA-909733","Interferon alpha/beta signaling",5777
"PTPN6","R-HSA-418346","Platelet homeostasis",5777
"PTPN6","R-HSA-877300","Interferon gamma signaling",5777
"PTPN6","R-HSA-983705","Signaling by the B Cell Receptor (BCR)",5777
"PTPN6","R-HSA-9705671","SARS-CoV-2 activates/modulates innate and adaptive immune responses",5777
"PTPN6","R-HSA-1500931","Cell-Cell communication",5777
"PTPN6","R-HSA-202733","Cell surface interactions at the vascular wall",5777
"PTPN6","R-HSA-446652","Interleukin-1 family signaling",5777
"PTPN6","R-HSA-913531","Interferon Signaling",5777
"PTPN6","R-HSA-9705683","SARS-CoV-2-host interactions",5777
"PTPN6","R-HSA-76002","Platelet activation, signaling and aggregation",5777
"PTPN6","R-HSA-9694516","SARS-CoV-2 Infection",5777
"PTPN6","R-HSA-9679506","SARS-CoV Infections",5777
"RELA","R-HSA-193692","Regulated proteolysis of p75NTR",5970
"RELA","R-HSA-4755510","SUMOylation of immune response proteins",5970
"RELA","R-HSA-209560","NF-kB is activated and signals survival",5970
"RELA","R-HSA-193639","p75NTR signals via NF-kB",5970
"RELA","R-HSA-844456","The NLRP3 inflammasome",5970
"RELA","R-HSA-1810476","RIP-mediated NFkB activation via ZBP1",5970
"RELA","R-HSA-1606322","ZBP1(DAI) mediated induction of type I IFNs",5970
"RELA","R-HSA-5621575","CD209 (DC-SIGN) signaling",5970
"RELA","R-HSA-622312","Inflammasomes",5970
"RELA","R-HSA-933542","TRAF6 mediated NF-kB activation",5970
"RELA","R-HSA-9660826","Purinergic signaling in leishmaniasis infection",5970
"RELA","R-HSA-9664424","Cell recruitment (pro-inflammatory response)",5970
"RELA","R-HSA-5260271","Diseases of Immune System",5970
"RELA","R-HSA-5602358","Diseases associated with the TLR signaling cascade",5970
"RELA","R-HSA-8853884","Transcriptional Regulation by VENTX",5970
"RELA","R-HSA-9692916","SARS-CoV-1 activates/modulates innate immune responses",5970
"RELA","R-HSA-445989","TAK1-dependent IKK and NF-kappa-B activation  ",5970
"RELA","R-HSA-168643","Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",5970
"RELA","R-HSA-5607761","Dectin-1 mediated noncanonical NF-kB signaling",5970
"RELA","R-HSA-1834949","Cytosolic sensors of pathogen-associated DNA ",5970
"RELA","R-HSA-1169091","Activation of NF-kappaB in B cells",5970
"RELA","R-HSA-3214841","PKMTs methylate histone lysines",5970
"RELA","R-HSA-168928","DDX58/IFIH1-mediated induction of interferon-alpha/beta",5970
"RELA","R-HSA-2871837","FCERI mediated NF-kB activation",5970
"RELA","R-HSA-1168372","Downstream signaling events of B Cell Receptor (BCR)",5970
"RELA","R-HSA-381340","Transcriptional regulation of white adipocyte differentiation",5970
"RELA","R-HSA-9692914","SARS-CoV-1-host interactions",5970
"RELA","R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade",5970
"RELA","R-HSA-168176","Toll Like Receptor 5 (TLR5) Cascade",5970
"RELA","R-HSA-193704","p75 NTR receptor-mediated signalling",5970
"SERPINE1","R-HSA-75205","Dissolution of Fibrin Clot",5054
"SERPINE1","R-HSA-1368108","BMAL1:CLOCK,NPAS2 activates circadian gene expression",5054
"SERPINE1","R-HSA-2173796","SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription",5054
"SERPINE1","R-HSA-2173793","Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer",5054
"SERPINE1","R-HSA-400253","Circadian Clock",5054
"SERPINE1","R-HSA-3000178","ECM proteoglycans",5054
"SERPINE1","R-HSA-170834","Signaling by TGF-beta Receptor Complex",5054
"SERPINE1","R-HSA-9006936","Signaling by TGFB family members",5054
"SERPINE1","R-HSA-114608","Platelet degranulation ",5054
"SERPINE1","R-HSA-76005","Response to elevated platelet cytosolic Ca2+",5054
"SERPINE1","R-HSA-76002","Platelet activation, signaling and aggregation",5054
"SERPINE1","R-HSA-1474244","Extracellular matrix organization",5054
"SIRT5","R-HSA-2151201","Transcriptional activation of mitochondrial biogenesis",23408
"SIRT5","R-HSA-1592230","Mitochondrial biogenesis",23408
"SIRT5","R-HSA-1852241","Organelle biogenesis and maintenance",23408
"SLC22A2","R-HSA-112311","Neurotransmitter clearance",6582
"SLC22A2","R-HSA-549127","Organic cation transport",6582
"SLC22A2","R-HSA-549132","Organic cation/anion/zwitterion transport",6582
"SLC22A2","R-HSA-181430","Norepinephrine Neurotransmitter Release Cycle",6582
"SLC22A2","R-HSA-442660","Na+/Cl- dependent neurotransmitter transporters",6582
"SLC22A2","R-HSA-112310","Neurotransmitter release cycle",6582
"SLC22A2","R-HSA-425366","Transport of bile salts and organic acids, metal ions and amine compounds",6582
"SLC22A2","R-HSA-9748784","Drug ADME",6582
"SLC22A2","R-HSA-425407","SLC-mediated transmembrane transport",6582
"SLC22A2","R-HSA-112315","Transmission across Chemical Synapses",6582
"SLC22A2","R-HSA-112316","Neuronal System",6582
"SLC22A6","R-HSA-549132","Organic cation/anion/zwitterion transport",9356
"SLC22A6","R-HSA-425366","Transport of bile salts and organic acids, metal ions and amine compounds",9356
"SLC22A6","R-HSA-425407","SLC-mediated transmembrane transport",9356
"SLC22A8","R-HSA-549132","Organic cation/anion/zwitterion transport",9376
"SLC22A8","R-HSA-425366","Transport of bile salts and organic acids, metal ions and amine compounds",9376
"SLC22A8","R-HSA-425407","SLC-mediated transmembrane transport",9376
"SLC47A1","R-HSA-425366","Transport of bile salts and organic acids, metal ions and amine compounds",55244
"SLC47A1","R-HSA-425407","SLC-mediated transmembrane transport",55244
"SLC47A2","R-HSA-425366","Transport of bile salts and organic acids, metal ions and amine compounds",146802
"SLC47A2","R-HSA-425407","SLC-mediated transmembrane transport",146802
"SLCO1B1","R-HSA-879518","Transport of organic anions",10599
"SLCO1B1","R-HSA-189483","Heme degradation",10599
"SLCO1B1","R-HSA-159418","Recycling of bile acids and salts",10599
"SLCO1B1","R-HSA-189445","Metabolism of porphyrins",10599
